,Product_ID,Review_ID,Sentence_ID,Sentence,Clean_Sentences,Frequent_Features,Classes,Opinion Words,Effective_Opinions,Infrequent_Features
143,1.0,19.0,144.0,"We were so fed up that we uninstalled ALL of Norton Internet/AV 2004 and were going to try McAffee, but a techie friend recommended trying Norton SystemWorks 2005 first.",fed uninstal norton internet av tri mcaffe techi friend recommend tri norton systemwork,"['systemworks internet', 'norton internet', 'systemworks', 'norton', 'internet']",0,set(),set(),[]
144,1.0,19.0,145.0,"We were leary to say the least, but decided to give Norton the benefit of the doubt.",leari decid norton benefit doubt,['norton'],0,{'least'},set(),[]
145,1.0,19.0,146.0,We'd used Norton products like Internet Security 2003 forever with only rare troubles.,use norton product like internet secur forev onli rare troubl,"['norton internet security', 'norton security', 'norton product', 'internet security', 'norton internet', 'security', 'product', 'norton', 'internet']",0,"{'onli', 'rare'}",set(),"['norton products', 'rare troubles']"
146,1.0,19.0,147.0,The SystemWorks 2005 seems to be working GREAT!!,systemwork work great,"['work', 'systemworks']",0,{'great'},set(),[]
147,1.0,19.0,148.0,"We've only had it 2 days, but so far so good.  (WRONG - SEE UPDATE BELOW)",ve onli day far good     wrong updat,['updates'],0,{'good'},set(),[]
148,1.0,19.0,149.0,I hope it's better than this hunk of junk Internet/AV 2004 package.,hope better hunk junk internet av packag,"['package', 'internet']",0,{'better'},set(),[]
149,1.0,19.0,150.0,"If SystemWorks 2005 starts to act up, I'm done with Norton products forever.",systemwork start act m norton product forev,"['norton product', 'systemworks', 'product', 'norton']",0,set(),set(),['norton products']
150,1.0,19.0,151.0,But I don't think SystemWorks 2005 will start acting up.,not_think systemwork start act,['systemworks'],0,set(),set(),[]
151,1.0,19.0,152.0,"72 hours later after installing, it started doing the exact same things!",hour later instal start exact thing,"['thing', 'installation', 'hours']",0,"{'exact', 'same'}",set(),[]
152,1.0,19.0,153.0,"So, we're fed up.",fed,[],0,set(),set(),[]
153,1.0,19.0,154.0,DO NOT BUY ANY HOME VERSION OF NORTON ANYTHING.,not_buy ani home version norton anyth,"['versions norton', 'home versions', 'home norton', 'versions', 'norton', 'home']",-1,set(),set(),[]
154,1.0,19.0,155.0,We were able to obtain a Norton Corporate Edition of Antivirus only (no firewall or utilities) and so far it's great.,abl obtain norton corpor edit antivirus onli not_firewal util far great,"['norton antivirus', 'norton', 'edition', 'antivirus']",1,"{'great', 'abl', 'corpor'}",set(),"['norton edition', 'corporate edition']"
155,1.0,19.0,156.0, I've used the Corporate edition at work without any problems ever.,    ve use corpor edit work ani problem,"['work problems', 'work', 'problems', 'edition']",1,{'corpor'},set(),['corporate edition']
156,1.0,19.0,157.0,"Unfortunately, you can't buy the corporate edition over the counter.",unfortun not_buy corpor edit counter,['edition'],0,{'corpor'},set(),[]
157,1.0,19.0,158.0,"If we had been unable to obtain the Corporate edition, we would NOT have purchased another Norton 2004 or 2005 home version anything.",unabl obtain corpor edit not_hav purchas anoth norton home version anyth,"['versions norton', 'home versions', 'home norton', 'versions', 'norton', 'home', 'edition']",-1,"{'corpor', 'unabl'}",set(),['corporate edition']
158,1.0,19.0,159.0,"We'd have probably tried McAffee, but I hear from reviews that it has troubles too.",probabl tri mcaffe hear review troubl,['reviews'],0,set(),set(),[]
159,1.0,19.0,160.0,HMMMM.. Good luck.,hmmmm good luck,[],0,{'good'},set(),[]
160,1.0,19.0,161.0,"Our Norton Internet/AV 2004 was terrible right from the get go, so I'd think that if SytemWorks is ok now, it should remain ok.",norton internet av terribl right think sytemwork ok remain ok,"['norton internet', 'norton', 'internet']",-1,"{'terribl', 'ok'}",set(),[]
161,1.0,19.0,162.0,I'll update my review if I find out otherwise.,ll updat review find otherwis,"['updates', 'reviews']",0,set(),set(),[]
162,1.0,19.0,163.0,WRONG - SEE MY UPDATE ABOVE.,wrong updat abov,['updates'],0,set(),set(),[]
163,1.0,19.0,164.0,"By the way, I use the Norton 2003 Corporate at work with absolutely no trouble.",way use norton corpor work absolut not_troubl,"['way norton', 'work', 'way', 'norton']",1,set(),{'corporate'},['norton work']
164,1.0,19.0,165.0,"Likewise, I've heard Norton 2004 PROFESSIONAL version is fine too.",likewis ve heard norton profession version fine,"['versions norton', 'versions', 'norton']",1,"{'profession', 'fine'}",{'professional'},['professional version']
165,1.0,19.0,166.0,Just the home version of Norton Internet/AV has too many glitches and problems to even remotely bother with.,home version norton internet av mani glitch problem remot bother,"['versions norton', 'norton problems', 'versions internet', 'norton internet', 'home versions', 'home norton', 'versions', 'problems', 'norton', 'internet', 'home']",-1,{'mani'},set(),[]
166,1.0,19.0,167.0,Trust me and all the other reviews on this one.,trust review,['reviews'],0,{'other'},set(),[]
167,1.0,20.0,168.0,"I have always sworn by Norton Anti-Virus and SystemWorks products, and have used them both for years.",alway sworn norton anti virus systemwork product use year,"['norton product', 'virus', 'systemworks', 'product', 'norton']",0,set(),set(),[]
168,1.0,20.0,169.0,So I expected the same level of quality and ease of use with their Internet Security program.,expect level qualiti eas use internet secur program,"['security program', 'internet security', 'internet program', 'security', 'program', 'internet']",0,{'same'},set(),[]
169,1.0,20.0,170.0,"I am an advanced computer user, so I cannot even imagine how a new or novice user would ever get this terrible program to work!",advanc comput user not_even imagin new novic user terribl program work,"['program computer', 'work', 'user', 'program', 'computer']",-1,"{'advanc', 'terribl', 'new'}","{'terrible', 'advanced'}",['terrible work']
170,1.0,20.0,171.0,"After installing, the system froze trying to restart (this is a new computer with Windows XP Home).",instal system froze tri restart new comput window xp home,"['home computer', 'windows', 'system', 'installation', 'home', 'computer']",0,{'new'},set(),['new windows']
171,1.0,20.0,172.0,"After finally restarting, the ""automatic updates"" ran.",final restart automat updat ran,['updates'],0,{'automat'},set(),[]
172,1.0,20.0,173.0,"When all was said and done, I couldn't even use Microsoft Outlook.",said not_even use microsoft outlook,['outlook'],0,set(),set(),[]
173,1.0,20.0,174.0,"Seems the ""program scan"" feature did NOT find the EXE file for Outlook!",program scan featur not_find exe file outlook,"['program', 'outlook', 'files', 'feature']",-1,{'scan'},set(),[]
174,1.0,20.0,175.0,"It did find Outlook Express, but that's not what I use.",find outlook express not_what use,['outlook'],0,{'not_what'},set(),[]
175,1.0,20.0,176.0,"Before I managed to manually add the program file, I contacted Symantec support.",befor manag manual add program file contact symantec support,"['symantec', 'support', 'program', 'files']",0,set(),set(),['symantec support']
176,1.0,20.0,177.0,"Like most of their solutions (which first blame other applications for errors), the tech persons line was that this was probably a Microsoft error - it was NOT.",like solut blame applic error tech person line probabl microsoft error,"['tech', 'error']",-1,"{'other', 'most'}",set(),[]
177,1.0,20.0,178.0,It was a Symantec error.,symantec error,"['symantec', 'error']",-1,set(),set(),['symantec error']
178,1.0,20.0,179.0,"After a recent update, I can no longer open more then 1 browser window.",recent updat not_long open browser window,"['windows', 'updates']",-1,"{'recent', 'more'}",set(),['recent update']
179,1.0,20.0,180.0,I've searched the program and their online tech support (worthless) and have found no solutions.,ve search program onlin tech support worthless found not_solut,"['tech support', 'tech', 'support', 'program']",-1,"{'worthless', 'onlin'}","{'online', 'worthless'}",[]
180,1.0,20.0,181.0,"Again, I tried online email support.",tri onlin email support,"['support', 'email']",0,{'onlin'},{'online'},['online support']
181,1.0,20.0,182.0,They gave me a ridiculous set of steps which included emailing them screen prints as PDF files!,gave ridicul set step includ email screen print pdf file,"['files', 'email']",0,{'ridicul'},set(),[]
182,1.0,20.0,183.0,I use the program like most other people - in DISABLED mode.,use program like peopl disabl mode,"['program', 'people']",0,"{'other', 'most', 'disabl'}",set(),['disabled mode']
183,1.0,20.0,184.0,Eventually I will uninstall this troublesome bug-filled program.,eventu uninstal troublesom bug fill program,['program'],0,{'troublesom'},"{'troublesome', 'filled'}",[]
184,1.0,20.0,185.0,Maybe it's time to explore McAfee products again...,mayb time explor mcafe product,"['time', 'product', 'mcafee']",0,set(),set(),[]
185,1.0,21.0,186.0,"Before installing anything on your computer, you need to do a bit of research before spending the money.",befor instal anyth comput need bit research befor spend money,"['money', 'installation', 'computer']",0,set(),set(),[]
186,1.0,21.0,187.0,"This is definitely one of those products, especially as the company is leaning more towards making a profit.",definit product especi compani lean profit,"['product', 'definitions', 'company']",-1,set(),set(),[]
187,1.0,22.0,188.0,I recommended this for my father based on my experience with previous versions.,recommend father base experi previous version,"['versions', 'experience']",0,{'previous'},set(),[]
188,1.0,22.0,189.0,I wish I'd done some research first....,wish research,[],0,set(),set(),[]
189,1.0,23.0,190.0,I've been using NIS 2004 for about 2 months and it works well.,ve use nis month work,"['work', 'nis', 'months']",1,set(),set(),[]
190,1.0,23.0,191.0,"Some of the options are confusing, especially when the popup warnings occur, but I've had no problems with intrusions.",option confus especi popup warn occur ve not_problem intrus,['popup'],1,{'confus'},set(),[]
191,1.0,23.0,192.0,Norton pops up a window about the intrusions and gives me as much detail as possible about where the intrusion is coming from.,norton pop window intrus detail possibl intrus come,"['windows', 'norton']",1,"{'much', 'possibl'}",set(),['possible intrusion']
192,1.0,23.0,193.0,The popup blocker and anti-spam are bonuses.,popup blocker anti spam bonus,['popup'],1,set(),set(),[]
193,1.0,24.0,194.0,"Product is OK; however, despite the fact that I followed the rebate instructions explicitly, I am being denied the rebate because the processing agency incorrectly claims I did not send in proof of ownership of a previous product.",product ok howev despit fact follow rebat instruct explicit deni rebat becaus process agenc incorrect claim not_send proof ownership previous product,"['product', 'process', 'instructions']",0,"{'previous', 'ok'}",set(),[]
194,1.0,24.0,195.0,Not much recourse for the consumer in these cases.,not_much recours consum case,[],0,{'not_much'},set(),[]
195,1.0,25.0,196.0,I didn't have any major problems installing this software.,not_hav ani major problem instal softwar,"['problems software', 'installation problems', 'software', 'problems', 'installation']",1,{'major'},set(),[]
196,1.0,25.0,197.0,"The only problem I had was a few components didn't quite load correctly upon startup, but a reboot fixed the problem.",onli problem compon not_quit load correct startup reboot fix problem,"['problems', 'components']",-1,"{'onli', 'few'}",{'only'},[]
197,1.0,25.0,198.0,"I had NIS 2003 and was very happy with it; this new version really doesn't seem to offer a lot of exciting new features, seems merely the same as 2003 dressed-up to look like a new version.",nis veri happi new version realli doe not_seem offer lot excit new featur mere dress look like new version,"['versions', 'nis', 'lot', 'feature']",0,"{'happi', 'new', 'same', 'excit'}",{'new'},"['new version', 'exciting features']"
198,1.0,25.0,199.0,"Anyhow, this software is working fine and no problems since I installed it two weeks ago.",softwar work fine not_problem sinc instal week ago,"['work', 'software', 'installation']",1,set(),set(),[]
199,1.0,25.0,200.0,I give it 4-stars only because the installation process - or rather problems that may surface during the installation process - can be frustrating to the average computer user.,star onli becaus instal process problem surfac dure instal process frustrat averag comput user,"['installation problems', 'problems computer', 'user', 'stars', 'process', 'problems', 'installation', 'computer']",-1,"{'averag', 'frustrat'}",{'average'},['frustrating user']
200,1.0,25.0,201.0,"If you experience problems with installation, you can visit symantec's website, click the support tab, click the 'home or home office support' and there is an automated support assistant that can scan the Norton program files on your computer and it will tell you what is not working right and how to fix it.",experi problem instal visit symantec websit click support tab click home home offic support autom support assist scan norton program file comput tell not_work right fix,"['program norton', 'norton problems', 'installation problems', 'home norton', 'program computer', 'problems computer', 'home computer', 'website', 'symantec', 'support', 'program', 'problems', 'norton', 'installation', 'home', 'files', 'experience', 'computer']",-1,set(),set(),"['symantec website', 'right fix']"
201,1.0,25.0,202.0,Can't get easier than that!,not_get easier,[],-1,{'easier'},set(),[]
202,1.0,25.0,203.0,Avoid like the plague.,avoid like plagu,[],0,set(),set(),[]
203,1.0,25.0,204.0,"I already knew something was wrong, because much of the Spam I've seen in the past six months was from resellers of Norton products.",alreadi knew someth wrong becaus spam ve seen past month resel norton product,"['product past', 'norton product', 'product', 'past', 'norton', 'months']",-1,"{'much', 'wrong'}",set(),"['norton products', 'past months']"
204,1.0,25.0,205.0,For Norton to encourage Spammers by letting them sell their products is a very bad sign.,norton encourag spammer let sell product veri bad sign,"['norton product', 'product', 'norton']",0,{'bad'},set(),['bad sign']
205,1.0,26.0,206.0,"Well, I must be one of the few fortunate ones on here.",fortun,[],0,"{'fortun', 'few'}",set(),[]
206,1.0,26.0,207.0,Mine installed no problem (but I DID uninstall my Norton Anti-Virus 2002 & Personal Firewall 2002 first).,instal not_problem uninstal norton anti virus person firewal,"['virus', 'norton', 'installation', 'firewall']",1,set(),set(),['personal firewall']
207,1.0,26.0,208.0,Seems to work great.,work great,['work'],1,{'great'},set(),[]
208,1.0,26.0,209.0,Sorry to hear about all the other folk's problems....makes me wonder why I'm NOT having any (I'm running Win XP as well).,sorri hear folk problem wonder whi m not_hav ani m run win xp,['problems'],0,"{'sorri', 'other'}",set(),[]
209,1.0,27.0,210.0,I had Norton Internet Security 2003 and it worked great...one of the features that I liked was the user interface as well as the ad/pop-up blocking feature along w/the logs on internet usage.,norton internet secur work great featur like user interfac ad pop block featur w log internet usag,"['norton internet security', 'norton security', 'internet security', 'norton internet', 'work', 'user', 'security', 'norton', 'internet', 'feature']",0,set(),set(),['great features']
210,1.0,27.0,211.0,"I read many reviews on Norton I.S. 2004 from a variety of sources (Cnet, Amazon, message boards) and came to the conclusion that NIS 04 was a terrible product and not worth the update.",read mani review norton i.s . varieti sourc cnet amazon messag board came conclus nis terribl product not_worth updat,"['norton product', 'updates', 'reviews', 'product', 'norton', 'nis', 'amazon']",-1,"{'terribl', 'mani'}",{'terrible'},[]
211,1.0,27.0,212.0,"In January of 2004, I renewed my subscription service for NIS 2003 but on Jan 7, everything changed.",januari renew subscript servic nis jan everyth chang,"['subscription', 'service', 'nis']",0,set(),set(),[]
212,1.0,27.0,213.0,There was a Verisign problem that conflicted w/Word and Excel and was posted on the Symantec site that affected computers.,verisign problem conflict w word excel post symantec site affect comput,"['problems computer', 'symantec', 'site', 'problems', 'computer']",0,{'verisign'},{'verisign'},['symantec site']
213,1.0,27.0,214.0,The Symantec site said it didn't affect NIS but I believe it did.,symantec site said not_affect nis believ,"['symantec', 'site', 'nis']",0,set(),set(),['symantec site']
214,1.0,27.0,215.0,I also believe that when I renewed my subscription service that Symantec uploaded the NIS 2004 patch.,believ renew subscript servic symantec upload nis patch,"['symantec', 'subscription', 'service', 'nis']",0,set(),set(),[]
215,1.0,27.0,216.0,All of a sudden everything that reviewers were writing about NIS 2004 was happening to my computer.,sudden everyth review write nis happen comput,"['nis computer', 'reviews', 'nis', 'computer']",0,{'sudden'},set(),['sudden reviewers']
216,1.0,27.0,217.0,Booting up my computer took forever!!!,boot comput took forev,['computer'],-1,set(),set(),[]
217,1.0,27.0,218.0,"Then, my ad/pop-up blocking was completely gone.",ad pop block complet gone,[],-1,set(),set(),[]
218,1.0,27.0,219.0,My file log was not responding and the program was not blocking any cookies or unauthorized sites.,file log not_respond program not_block ani cooki unauthor site,"['site', 'program', 'files']",-1,{'unauthor'},set(),['unauthorized program']
219,1.0,27.0,220.0,After extensive researching on the Symantec site I broke down and called Symantec.,extens research symantec site broke symantec,"['symantec', 'site']",0,{'extens'},set(),['symantec site']
220,1.0,27.0,221.0,"Again, every review written about the Tech Line is true...after waiting close to 45 minutes I finally spoke to a rep.",everi review written tech line true wait close minut final spoke rep,"['tech minutes', 'tech', 'reviews', 'minutes']",-1,{'true'},set(),[]
221,1.0,27.0,222.0,I had to pay $29.95 just to go any further.,pay $ 29.95 ani,[],0,set(),set(),[]
222,1.0,27.0,223.0,After telling the rep and his tech supervisor the problem the only answer was to uninstall the program (which I had already done)...,tell rep tech supervisor problem onli answer uninstal program alreadi,"['tech', 'program', 'problems']",-1,{'onli'},set(),[]
223,1.0,27.0,224.0,They sent me a link to their website to follow instructions on ridding my registry of all Symantec products so I could get a clean re-install.,sent link websit follow instruct rid registri symantec product clean instal,"['website', 'symantec', 'registry', 'product', 'instructions', 'installation']",0,{'clean'},set(),['symantec products']
224,1.0,27.0,225.0,They didn't know what the problem could be.,not_know problem,['problems'],-1,set(),set(),[]
225,1.0,27.0,226.0,They said to call back if it still didn't work after the complete uninstall.,said not_work complet uninstal,[],0,{'complet'},set(),[]
226,1.0,27.0,227.0,I did it and it was worse the second time around...unbelievable.,wors second time unbeliev,['time'],-1,"{'wors', 'unbeliev', 'second'}",{'second'},[]
227,1.0,27.0,228.0,I gave up.,gave,[],0,set(),set(),[]
228,1.0,27.0,229.0,"Basically, I ate the cost of the renewal and ate the cost of the Tech Help.",basic ate cost renew ate cost tech help,"['tech', 'help', 'costs']",-1,set(),set(),[]
229,1.0,28.0,230.0,NIS is a package of several Norton products.,nis packag sever norton product,"['norton product', 'product', 'package', 'norton', 'nis']",0,{'sever'},set(),[]
230,1.0,28.0,231.0,"Unfortunately, it does not give you the option of unstalling (or uninstalling) them individually.",unfortun doe not_giv option unstal uninstal individu,[],-1,{'uninstal'},set(),[]
231,1.0,28.0,232.0,If you get NIS be sure you want ALL of them installed and running on your machine.,nis sure want instal run machin,"['nis', 'installation']",0,{'sure'},set(),[]
232,1.0,28.0,233.0,"You can ""disable"" some of the individual components, but don't be fooled--they're still there and running.",disabl individu compon not_b fool run,['components'],-1,{'individu'},set(),[]
233,1.0,28.0,234.0,"Although I disabled Norton AntiSpam, it is still there.",disabl norton antispam,"['norton', 'antispam']",-1,set(),set(),['norton antispam']
234,1.0,28.0,235.0,"Every time I start Eudora, a message from AntiSpam pops up telling me that COM automation needs to be turned on for it to run properly.",everi time start eudora messag antispam pop tell com autom need turn run proper,"['time', 'antispam']",0,set(),set(),[]
235,1.0,28.0,236.0,I guess the possibility that someone might not want it to run at all never occured to the designers.,guess possibl someon not_want run not_occur design,[],0,set(),set(),[]
236,1.0,28.0,237.0,"Just to try to shut it up, I told it to go ahead and turn on COM automation.",tri shut told ahead turn com autom,[],0,set(),set(),[]
237,1.0,28.0,238.0,This did manage to cut the number of popups during start-up from 4 down to 2.,manag cut number popup dure start,"['popup', 'number']",1,set(),set(),[]
238,1.0,28.0,239.0,But those 2 come up every time.,come everi time,['time'],-1,set(),set(),[]
239,1.0,28.0,240.0,And this despite the fact that I'm not even using AntiSpam.,despit fact m not_even use antispam,['antispam'],0,set(),set(),[]
240,1.0,28.0,241.0,"Next, the big reason not to buy ANY Norton product:  If there's a problem with it, Norton charges $30 to even tell them about it.",big reason not_to buy ani norton product     problem norton charg $ tell,"['norton product', 'norton problems', 'product', 'problems', 'norton']",-1,{'big'},set(),['norton product']
241,1.0,28.0,242.0,"Sure they say if it's their fault you won't get charged, but THEY are the ones who get to decide whether it's their fault.",sure fault wo not_get charg decid fault,[],-1,{'sure'},set(),[]
242,1.0,28.0,243.0,And you have to put up the 30 bucks to get them to decide.,buck decid,[],0,set(),set(),[]
243,1.0,28.0,244.0,Nice little racket they've got there.,nice littl racket ve got,[],0,"{'nice', 'littl'}",set(),[]
244,1.0,29.0,245.0,I bought Norton Internet Security years ago when it first came out.,bought norton internet secur year ago came,"['norton internet security', 'norton security', 'internet security', 'norton internet', 'security', 'norton', 'internet']",0,set(),set(),[]
245,1.0,29.0,246.0,"While it didn't have all the features I would have liked, it was better than anything else I could find at the time.",not_hav featur like better anyth els find time,"['time', 'feature']",1,{'better'},set(),[]
246,1.0,30.0,247.0,The problems I had installing Norton extended way beyond what Symantec should reasonably expect the public to deal with.,problem instal norton extend way symantec reason expect public deal,"['way norton', 'norton problems', 'installation problems', 'way', 'symantec', 'problems', 'norton', 'installation']",-1,set(),{'extended'},['extended way']
247,1.0,30.0,248.0,"When I purchase software, I NEVER want to have to spend hours looking up solutions to my install problems -- in particular solutions that involve manually setting driver preferences or editing the registry!",purchas softwar not_want spend hour look solut instal problem particular solut involv manual set driver prefer edit registri,"['problems software', 'installation problems', 'software', 'registry', 'problems', 'installation', 'hours', 'edition']",-1,"{'not_want', 'particular'}",set(),[]
248,1.0,31.0,249.0,This is a very full featured product.,veri featur product,"['product', 'feature']",0,{'full'},{'full'},[]
249,1.0,31.0,250.0,It checks every 5 minutes for virus and spam definition updates.,check everi minut virus spam definit updat,"['virus definitions', 'virus', 'updates', 'minutes', 'definitions']",0,set(),set(),[]
250,1.0,31.0,251.0,"Also, with one click you can help train your spam killer.",click help train spam killer,['help'],1,set(),set(),[]
251,1.0,31.0,252.0,And the firewall came with a wizard which made it effortless to configure it to my LAN.,firewal came wizard effortless configur lan,['firewall'],1,{'effortless'},set(),[]
252,1.0,32.0,253.0,"I downloaded this set from Norton, and within minutes my Internet connection failed and my PC was almost dead due to registry problems from the download.",download set norton minut internet connect fail pc dead registri problem download,"['norton problems', 'pc internet', 'norton internet', 'registry', 'problems', 'pc', 'norton', 'minutes', 'internet']",-1,{'dead'},set(),['dead problems']
253,1.0,32.0,254.0,I was forced to re-format the next day due to extensive incapatability issues.,forc format day extens incapat issu,[],0,"{'extens', 'next'}",set(),[]
254,1.0,32.0,255.0,I lost all my personal info.,lost person info,[],0,{'person'},set(),[]
255,1.0,32.0,256.0,Their site offers no live help at all.,site offer not_liv help,"['site', 'help']",-1,{'not_liv'},{'not live'},['not_live help']
256,1.0,32.0,257.0,"I tried to call Norton, and the only numbers they list on their sites are either for Non-tech Customer Service (tried this one and hung up after 75 minute of MUZAC) or they have a $30 tech-support number.",tri norton onli number list site non tech custom servic tri hung minut muzac $ tech support number,"['tech support', 'tech minutes', 'tech', 'support', 'site', 'service', 'number', 'norton', 'minutes', 'customer']",-1,"{'onli', 'non', '-'}",set(),"['norton numbers', 'hung minute']"
257,1.0,32.0,258.0,Who wants to pay $30 to discuss a defect in a product that just cost $95? (I also bought the back-up CD).,want pay $ discuss defect product cost $ bought cd,"['product', 'costs']",-1,set(),set(),[]
258,1.0,32.0,259.0,"I finally got a free support number for Norton through my ISP support staff, but waited an hour or more for a voice.",final got free support number norton isp support staff wait hour voic,"['support', 'number', 'norton', 'hours']",-1,"{'free', 'more'}",{'free'},"['norton isp', 'free staff']"
259,1.0,32.0,260.0,"They said they would refund all the money, but a month later, they tell me now the back-up disc is not refundable as its cost is purely handling and shipping - $15 to ""handle"" and ship a CD? --and they have been indignant and combative on the phone and in emails.",said refund money month later tell disc not_refund cost pure handl ship $ handl ship cd --and indign combat phone email,"['months', 'money', 'email', 'costs']",-1,"{'indign', 'combat', 'not_refund'}",set(),['not_refundable cost']
260,1.0,32.0,261.0,This is a terrible company with a bad product and awful support.,terribl compani bad product aw support,"['support', 'product', 'company']",-1,"{'terribl', 'bad', 'aw'}","{'awful', 'bad'}",['awful support']
261,1.0,32.0,262.0,"After 10 years, I now downloaded McCaffee's product after calling their support....they answered quickly, and for free, and were very helpful.",year download mccaffe product support answer quick free veri help,"['support', 'product', 'help']",-1,{'free'},set(),[]
262,1.0,32.0,263.0,"No problems now, just a sickly disappointment in the way Norton has abandoned thier customers.",not_problem sick disappoint way norton abandon thier custom,"['way norton', 'way', 'norton', 'customer']",-1,{'sick'},set(),['sickly disappointment']
263,1.0,32.0,264.0,"I see many other reviews that say the same....stay away from Norton, they don't deserve you, or anyone!",mani review stay away norton not_deserv anyon,"['reviews', 'norton']",-1,"{'other', 'same', 'mani'}",set(),[]
264,1.0,32.0,265.0,A security software suite with lots of value,secur softwar suit lot valu,"['security software', 'software', 'security', 'lot']",0,set(),set(),[]
265,1.0,32.0,266.0,"While I understand the complaints about Symantec's Norton SystemWorks software suite (which are totally justified), the same can't be said for Norton Internet Security.",understand complaint symantec norton systemwork softwar suit total justifi not_b said norton internet secur,"['systemworks internet security', 'norton internet security', 'systemworks security', 'security software', 'norton security', 'systemworks internet', 'internet software', 'internet security', 'norton internet', 'systemworks', 'symantec', 'software', 'security', 'norton', 'internet']",0,"{'justifi', 'same'}",set(),[]
266,1.0,32.0,267.0,"It's a highly rated, KICK ASS firewall program that's bundled with the venerable Norton AntiVirus, plus extras (like Norton AntiSpam & Norton Parental Control) that make this security suite a must-have for people who have broadband internet access.",high rate kick ass firewal program bundl vener norton antivirus plus extra like norton antispam norton parent control secur suit peopl broadband internet access,"['norton internet security', 'norton antivirus security', 'antivirus internet security', 'norton antivirus internet', 'security program', 'norton security', 'program norton', 'internet security', 'internet program', 'norton internet', 'firewall internet', 'antivirus security', 'antivirus program', 'norton antivirus', 'antivirus internet', 'firewall antivirus', 'security', 'program', 'people', 'norton', 'internet', 'firewall', 'antivirus', 'antispam']",1,"{'vener', 'parent'}",{'venerable'},"['norton suite', 'parental control']"
267,1.0,32.0,268.0,Detractors should spend more time actually customizing the program to meet their needs instead of being lazy & complaining just for the hell of it.,detractor spend time actual custom program meet need instead lazi complain hell,"['time program', 'time', 'program', 'customer']",0,"{'more', 'lazi'}",{'more'},[]
268,1.0,32.0,269.0,"Once you set it up, you barely even notice it's even there.",onc set bare notic,[],0,set(),set(),[]
269,1.0,33.0,270.0,"I've alway liked Symantec products, except for this version 2004.",ve alway like symantec product version,"['versions', 'symantec', 'product']",-1,set(),set(),['symantec products']
270,1.0,33.0,271.0,"If you are already using a previous version of nortron security and unistalled it to install the new version, you will still have all kind of problems in installing the new version on your system!",alreadi use previous version nortron secur unistal instal new version kind problem instal new version system,"['versions security', 'security system', 'installation problems', 'versions', 'system', 'security', 'problems', 'installation']",-1,"{'previous', 'new'}",{'previous'},[]
271,1.0,33.0,272.0,It seems like Symantec did a lousy job on this version.,like symantec lousi job version,"['versions', 'symantec']",0,{'lousi'},set(),['symantec version']
272,1.0,33.0,273.0,"Luckly,with 3 rebates this product will cost me nothing! it is indeed worth nothing.",luck rebat product cost noth inde worth noth,"['product', 'costs']",1,{'worth'},set(),['luckly rebates']
273,1.0,33.0,274.0,"To install that version you have to uninstall from the window registery anything called Symantec or Nortron,... also from the common files in the program folder the symantec folder has to be deleted.",instal version uninstal window registeri anyth symantec nortron common file program folder symantec folder delet,"['windows', 'versions', 'symantec', 'program', 'installation', 'folder', 'files']",-1,{'common'},set(),"['symantec nortron', 'common files']"
274,1.0,33.0,275.0,"If you got stuck do what I did,search for any folder called symantec and delete it! then install that program(assuming you know what you are doing).",got stuck search ani folder symantec delet instal program(assum know,"['symantec', 'installation', 'folder']",0,{'stuck'},set(),['symantec install']
275,1.0,33.0,276.0,"If you have no previous version of  nortron security on your system, or Nortron Antivirus, the installation will go fine, otherwise dig in and in to do a major registery clean up!the old programs will leave a trace that will mess up the new installation, even if you uninstalled the old programs perfectly.",not_previ version     nortron secur system nortron antivirus instal fine otherwis dig major registeri clean up!th old program leav trace mess new instal uninstal old program perfect,"['versions security', 'security system', 'security program', 'antivirus security', 'antivirus program', 'versions', 'system', 'security', 'program', 'installation', 'antivirus']",-1,"{'major', 'not_previ', 'clean', 'old', 'new'}",{'not previous'},[]
276,1.0,33.0,277.0,"What dissapointes me the most that a software like that  is not cheap gets zero support form symantec, if you want support, they'll charge you a Fee!",dissapoint softwar like     not_cheap zero support form symantec want support ll charg fee,"['symantec', 'support', 'software']",-1,{'most'},set(),[]
277,1.0,33.0,278.0,I've tried the free versions of zone alarm and the free version of sygate and they both have a nice and easy installation and work great!.,ve tri free version zone alarm free version sygat nice easi instal work great,"['work', 'versions', 'installation', 'alarm']",1,"{'nice', 'easi', 'great', 'free'}",{'free'},['free version']
278,1.0,33.0,279.0,"Next year when I purchase a 2005 FireWall version, I am buying the Zone Alarm or the sygate one.",year purchas firewal version buy zone alarm sygat,"['versions', 'firewall', 'alarm']",0,{'next'},set(),[]
279,1.0,33.0,280.0,I am giving a zero star to symantec for this version!,zero star symantec version,"['versions', 'symantec', 'stars']",-1,set(),set(),['symantec version']
280,1.0,34.0,281.0,I really liked the firewall.,realli like firewal,['firewall'],0,set(),set(),[]
281,1.0,34.0,282.0,"It can be a pain to configure, but I dealt with it.",pain configur dealt,[],0,set(),set(),[]
282,1.0,34.0,283.0,"THEN all of a sudden when I restarted my pc, I couldn't get to anything in IE.",sudden restart pc not_get anyth ie,['pc'],0,{'sudden'},set(),['sudden not_get']
