,Product_ID,Review_ID,Sentence_ID,Sentence,Stemmed_Sentence,Clean_Sentence,Stemmed_Transactions,Opinion_Words,Infrequent_Opinions
120,1.0,16.0,121.0,Even though I have the parental controls off it constantly starts updating them then freezes my computer .,even though i have the parent control off it constant start updat them then freez my comput,parent control constant start updat freez comput,"['control', 'comput']",set(),set()
121,1.0,16.0,122.0,Had to uninstall it .,had to uninstal it,uninstal,[],set(),set()
122,1.0,16.0,123.0,"Maybe it 's me , but this is n't NOT_my program .",mayb it 's me but this is n't not_mi program,mayb not_mi program,['program'],set(),set()
123,1.0,17.0,124.0,I have had Norton Internet Security for 3 yrs and up graded to 2004 versionin August 2004 .,i have had norton internet secur for yrs and up grade to versionin august,norton internet secur yrs grade versionin august,"['norton', 'august', 'ms', 'internet', 'secur']",{'versionin'},set()
124,1.0,17.0,125.0,"Now in October,2004 , the firewall said I could n't NOT_OK anymore software to use the internet because its full .","now in october,2004 the firewal said i could n't not_ok anymor softwar to use the internet becaus it full","october,2004 firewal said not_ok anymor softwar use internet becaus","['firewal', 'softwar', 'october,2004', 'internet', 'one']",set(),set()
125,1.0,17.0,126.0,I m at full capacity ! ! ! ! I called Symantic and they said they do n't NOT_know why but I should get Tech 's Support at $ 35 / hr to help ! ! I did call them and was on hold for 55 minutes untill I hung up !,i m at full capac i call symant and they said they do n't not_know whi but i should get tech 's support at $ hr to help i did call them and was on hold for minut until i hung up,m capac symant said not_know whi tech support $ hr help hold minut hung,"['support', 'capac', 'minut', 'tech', 'home', 'pc']",{'symantic'},set()
126,1.0,17.0,127.0,I am going to buy PC - cillium ASAP .,i am go to buy pc cillium asap,buy pc cillium asap,"['cillium', 'slap', 'pc']",set(),set()
127,1.0,17.0,128.0,"So , DON'T buy this or upgrade .",so don't buy this or upgrad,buy upgrad,[],set(),set()
128,1.0,18.0,129.0,"If you currently own the 2003 version , and are looking to upgrade to the 2004 version , do n't NOT_.",if you current own the version and are look to upgrad to the version do n't not,current version look upgrad version,['version'],set(),set()
129,1.0,18.0,130.0,"There is little meaningful difference between the two versions aside from the tedius activation process , and the product is currently rather buggy and has problems running unless cleanly installed on a formatted drive .",there is littl meaning differ between the two version asid from the tedius activ process and the product is current rather buggi and has problem run unless clean instal on a format drive,littl meaning differ version asid tedius activ process product current buggi problem run clean instal format drive,"['version', 'process', 'drive', 'differ', 'problem', 'product', 'activ', 'tedius']","{'meaningful', 'formatted', 'little'}","{('meaningful', 'versions')}"
130,1.0,18.0,131.0,"If you are new to the market and looking to buy a symantec software product , save yourself some money and buy the 2003 version .",if you are new to the market and look to buy a symantec softwar product save yourself some money and buy the version,new market look buy symantec softwar product save money buy version,"['market', 'version', 'product', 'softwar', 'one']",{'new'},"{('symantec', 'product')}"
131,1.0,18.0,132.0,"It included popup and ad blockers , referrer blockers , firewall ,   intrusion detection , and all the same things that the 2004 version includes that are really needed .",it includ popup and ad blocker referr blocker firewal    intrus detect and all the same thing that the version includ that are realli need,includ popup ad blocker referr blocker firewal     intrus detect thing version includ realli need,"['firewal', 'popup', 'detect', 'pc', 'intrus', 'thing', 'version', 'blocker']",set(),set()
132,1.0,19.0,133.0,"This came PRELOADED on our new , 2.8Mz Pentium 4 256RAM computer .",this came preload on our new 2.8mz pentium 256ram comput,came preload new 2.8mz pentium 256ram comput,"['comput', 'pentium']",set(),set()
133,1.0,19.0,134.0,"From day one , we 've had hangups , crashes , glitches , continual reboots , LONG shutdowns due to "" ccApp.exe "" program running which is a Norton program .",from day one we ve had hangup crash glitch continu reboot long shutdown due to ccapp.ex program run which is a norton program,day ve hangup crash glitch continu reboot long shutdown ccapp.ex program run norton program,"['glitch', 'hangup', 'shutdown', 'reboot', 'run', 'crash', 'program', 'way']","{'long', 'continual'}","{('long', 'shutdowns')}"
134,1.0,19.0,135.0,Long reboots due to Norton taking FOREVER   to boot .,long reboot due to norton take forev    to boot,long reboot norton forev     boot,"['lot', 'reboot', 'norton']",{'long'},set()
135,1.0,19.0,136.0,"We constantly got "" Windows Virtual Memory Low "" error messages popping up follwed by ridiculous slowdowns and/or crashes .",we constant got window virtual memori low error messag pop up follw by ridicul slowdown and/or crash,constant got window virtual memori low error messag pop follw ridicul slowdown and/or crash,"['window', 'slowdown', 'messag', 'crash', 'memori', 'error']","{'follwed', 'low', 'ridiculous', 'virtual'}",set()
136,1.0,19.0,137.0,I do n't NOT_have one good thing to say .,i do n't not_hav one good thing to say,not_hav good thing,['thing'],"{'not_have', 'good'}",set()
137,1.0,19.0,138.0,I agree with the other reviewer that it does n't NOT_even deserve 1 star .,i agre with the other review that it doe n't not_even deserv star,agre review doe not_even deserv star,"['slap', 'review']",set(),set()
138,1.0,19.0,139.0,Norton online support does not NOT_even acknowledge this problem nor does the computer company that preloaded it on our new computer .,norton onlin support doe not not_even acknowledg this problem nor doe the comput compani that preload it on our new comput,norton onlin support doe not_even acknowledg problem doe comput compani preload new comput,"['support', 'comput', 'norton', 'compani', 'problem']","{'online', 'new'}","{('online', 'support')}"
139,1.0,19.0,140.0,It 's a well - known company that I expected more from and spent 2 hours with tech support running all kinds of tests on the computer which of course came back reporting no NOT_trouble with the computer .,it 's a well known compani that i expect more from and spent hour with tech support run all kind of test on the comput which of cours came back report no not_troubl with the comput,known compani expect spent hour tech support run kind test comput cours came report not_troubl comput,"['kind', 'support', 'cost', 'comput', 'compani', 'troubl', 'tech', 'hour', 'hour']",set(),set()
140,1.0,19.0,141.0,The tests were right .,the test were right,test right,['cost'],set(),set()
141,1.0,19.0,142.0,It was n't NOT_the computer - it was Norton Internet Security 2004 which is the culprit ! !,it was n't not_th comput it was norton internet secur which is the culprit,not_th comput norton internet secur culprit,"['comput', 'secur', 'internet', 'culprit']",set(),set()
142,1.0,19.0,143.0,Norton support is completely pathetic .,norton support is complet pathet,norton support complet pathet,"['support', 'norton']",{'pathetic'},"{('pathetic', 'support')}"
143,1.0,19.0,144.0,"We were so fed up that we uninstalled ALL of Norton Internet / AV 2004 and were going to try McAffee , but a techie friend recommended trying Norton SystemWorks 2005 first .",we were so fed up that we uninstal all of norton internet av and were go to tri mcaffe but a techi friend recommend tri norton systemwork first,fed uninstal norton internet av tri mcaffe techi friend recommend tri norton systemwork,"['norton', 'systemwork', 'pc', 'friend', 'tech', 'internet', 'mcafe']",set(),set()
144,1.0,19.0,145.0,"We were leary to say the least , but decided to give Norton the benefit of the doubt .",we were leari to say the least but decid to give norton the benefit of the doubt,leari decid norton benefit doubt,"['benefit', 'doubt']",set(),set()
145,1.0,19.0,146.0,We 'd used Norton products like Internet Security 2003 forever with only rare troubles .,we 'd use norton product like internet secur forev with onli rare troubl,use norton product like internet secur forev onli rare troubl,"['secur', 'product', 'internet', 'troubl']",{'rare'},"{('norton', 'products')}"
146,1.0,19.0,147.0,The SystemWorks 2005 seems to be working GREAT ! !,the systemwork seem to be work great,systemwork work great,['systemwork'],set(),set()
147,1.0,19.0,148.0,"We 've only had it 2 days , but so far so good .   ( WRONG - SEE UPDATE BELOW )",we ve onli had it day but so far so good    wrong see updat below,ve onli day far good     wrong updat,"['way', 'updat']",set(),set()
148,1.0,19.0,149.0,I hope it 's better than this hunk of junk Internet / AV 2004 package .,i hope it 's better than this hunk of junk internet av packag,hope better hunk junk internet av packag,"['junk', 'pc', 'junk', 'internet', 'packag']",{'better'},set()
149,1.0,19.0,150.0,"If SystemWorks 2005 starts to act up , I 'm done with Norton products forever .",if systemwork start to act up i m done with norton product forev,systemwork start act m norton product forev,"['systemwork', 'product']",set(),"{('norton', 'products')}"
150,1.0,19.0,151.0,But I do n't NOT_think SystemWorks 2005 will start acting up .,but i do n't not_think systemwork will start act up,not_think systemwork start act,['systemwork'],set(),set()
151,1.0,19.0,152.0,"72 hours later after installing , it started doing the exact same things !",hour later after instal it start do the exact same thing,hour later instal start exact thing,"['hour', 'thing']",set(),set()
152,1.0,19.0,153.0,"So , we 're fed up .",so we re fed up,fed,[],set(),set()
153,1.0,19.0,154.0,DO NOT NOT_BUY ANY HOME VERSION OF NORTON ANYTHING .,do not not_buy ani home version of norton anyth,not_buy ani home version norton anyth,"['norton', 'home', 'version']",set(),set()
154,1.0,19.0,155.0,We were able to obtain a Norton Corporate Edition of Antivirus only ( no NOT_firewall or utilities ) and so far it 's great .,we were abl to obtain a norton corpor edit of antivirus onli no not_firewal or util and so far it 's great,abl obtain norton corpor edit antivirus onli not_firewal util far great,"['firewal', 'util', 'antivirus', 'edit']","{'corporate', 'great'}","{('corporate', 'edition'), ('norton', 'edition')}"
155,1.0,19.0,156.0,  I 've used the Corporate edition at work without any problems ever .,   i ve use the corpor edit at work without ani problem ever,    ve use corpor edit work ani problem,"['problem', 'work', 'edit']",{'corporate'},"{('corporate', 'edition')}"
156,1.0,19.0,157.0,"Unfortunately , you ca n't NOT_buy the corporate edition over the counter .",unfortun you ca n't not_buy the corpor edit over the counter,unfortun not_buy corpor edit counter,"['edit', 'counter']",set(),set()
157,1.0,19.0,158.0,"If we had been unable to obtain the Corporate edition , we would NOT NOT_have purchased another Norton 2004 or 2005 home version anything .",if we had been unabl to obtain the corpor edit we would not not_hav purchas anoth norton or home version anyth,unabl obtain corpor edit not_hav purchas anoth norton home version anyth,"['home', 'version', 'edit', 'norton']","{'corporate', 'unable'}","{('corporate', 'edition')}"
158,1.0,19.0,159.0,"We 'd have probably tried McAffee , but I hear from reviews that it has troubles too .",we 'd have probabl tri mcaffe but i hear from review that it has troubl too,probabl tri mcaffe hear review troubl,"['review', 'troubl', 'mcafe']",set(),set()
159,1.0,19.0,160.0,HMMMM .. Good luck .,hmmmm good luck,hmmmm good luck,"['junk', 'hmmmm']",set(),set()
160,1.0,19.0,161.0,"Our Norton Internet / AV 2004 was terrible right from the get go , so I 'd think that if SytemWorks is ok now , it should remain ok .",our norton internet av was terribl right from the get go so i 'd think that if sytemwork is ok now it should remain ok,norton internet av terribl right think sytemwork ok remain ok,"['norton', 'pc', 'rep', 'internet', 'systemwork']","{'terrible', 'ok'}",set()
161,1.0,19.0,162.0,I 'll update my review if I find out otherwise .,i ll updat my review if i find out otherwis,ll updat review find otherwis,['review'],set(),set()
162,1.0,19.0,163.0,WRONG - SEE MY UPDATE ABOVE .,wrong see my updat abov,wrong updat abov,"['wrong', 'updat']",set(),set()
163,1.0,19.0,164.0,"By the way , I use the Norton 2003 Corporate at work with absolutely no NOT_trouble .",by the way i use the norton corpor at work with absolut no not_troubl,way use norton corpor work absolut not_troubl,"['norton', 'corpor', 'work', 'troubl', 'way']",{'corporate'},"{('norton', 'work')}"
164,1.0,19.0,165.0,"Likewise , I 've heard Norton 2004 PROFESSIONAL version is fine too .",likewis i ve heard norton profession version is fine too,likewis ve heard norton profession version fine,"['version', 'norton']","{'professional', 'fine'}","{('professional', 'version')}"
165,1.0,19.0,166.0,Just the home version of Norton Internet / AV has too many glitches and problems to even remotely bother with .,just the home version of norton internet av has too mani glitch and problem to even remot bother with,home version norton internet av mani glitch problem remot bother,"['glitch', 'norton', 'pc', 'problem', 'home', 'version', 'internet']",set(),set()
166,1.0,19.0,167.0,Trust me and all the other reviews on this one .,trust me and all the other review on this one,trust review,"['home', 'review']",set(),set()
167,1.0,20.0,168.0,"I have always sworn by Norton Anti - Virus and SystemWorks products , and have used them both for years .",i have alway sworn by norton anti virus and systemwork product and have use them both for year,alway sworn norton anti virus systemwork product use year,"['star', 'systemwork', 'product']",set(),set()
168,1.0,20.0,169.0,So I expected the same level of quality and ease of use with their Internet Security program .,so i expect the same level of qualiti and eas of use with their internet secur program,expect level qualiti eas use internet secur program,"['secur', 'qualiti', 'level', 'past', 'one', 'program', 'internet']",set(),set()
169,1.0,20.0,170.0,"I am an advanced computer user , so I can not NOT_even imagine how a new or novice user would ever get this terrible program to work !",i am an advanc comput user so i can not not_even imagin how a new or novic user would ever get this terribl program to work,advanc comput user not_even imagin new novic user terribl program work,"['comput', 'novic', 'program', 'user']","{'advanced', 'terrible', 'new'}","{('terrible', 'work')}"
170,1.0,20.0,171.0,"After installing , the system froze trying to restart ( this is a new computer with Windows XP Home ) .",after instal the system froze tri to restart this is a new comput with window xp home,instal system froze tri restart new comput window xp home,"['window', 'comput', 'rep', 'home', 'system']",{'new'},"{('new', 'windows')}"
171,1.0,20.0,172.0,"After finally restarting , the "" automatic updates "" ran .",after final restart the automat updat ran,final restart automat updat ran,['updat'],set(),set()
172,1.0,20.0,173.0,"When all was said and done , I could n't NOT_even use Microsoft Outlook .",when all was said and done i could n't not_even use microsoft outlook,said not_even use microsoft outlook,"['microsoft', 'outlook']",set(),set()
173,1.0,20.0,174.0,"Seems the "" program scan "" feature did NOT NOT_find the EXE file for Outlook !",seem the program scan featur did not not_find the exe file for outlook,program scan featur not_find exe file outlook,"['slap', 'featur', 'outlook', 'one', 'program', 'time']",set(),set()
174,1.0,20.0,175.0,"It did find Outlook Express , but that 's not NOT_what I use .",it did find outlook express but that 's not not_what i use,find outlook express not_what use,"['outlook', 'express']",set(),set()
175,1.0,20.0,176.0,"Before I managed to manually add the program file , I contacted Symantec support .",befor i manag to manual add the program file i contact symantec support,befor manag manual add program file contact symantec support,"['time', 'program', 'support']",set(),"{('symantec', 'support')}"
176,1.0,20.0,177.0,"Like most of their solutions ( which first blame other applications for errors ) , the tech persons line was that this was probably a Microsoft error - it was NOT NOT_.",like most of their solut which first blame other applic for error the tech person line was that this was probabl a microsoft error it was not not,like solut blame applic error tech person line probabl microsoft error,"['one', 'microsoft', 'error', 'version', 'tech', 'applic', 'solut', 'error']",set(),set()
177,1.0,20.0,178.0,It was a Symantec error .,it was a symantec error,symantec error,['error'],set(),"{('symantec', 'error')}"
178,1.0,20.0,179.0,"After a recent update , I can no NOT_longer open more then 1 browser window .",after a recent updat i can no not_long open more then browser window,recent updat not_long open browser window,"['updat', 'browser', 'window']",{'recent'},"{('recent', 'update')}"
179,1.0,20.0,180.0,I 've searched the program and their online tech support ( worthless ) and have found no NOT_solutions .,i ve search the program and their onlin tech support worthless and have found no not_solut,ve search program onlin tech support worthless found not_solut,"['solut', 'program', 'tech', 'support']",{'worthless'},set()
180,1.0,20.0,181.0,"Again , I tried online email support .",again i tri onlin email support,tri onlin email support,"['support', 'email']",{'online'},"{('online', 'support')}"
181,1.0,20.0,182.0,They gave me a ridiculous set of steps which included emailing them screen prints as PDF files !,they gave me a ridicul set of step which includ email them screen print as pdf file,gave ridicul set step includ email screen print pdf file,"['print', 'pc', 'file', 'star', 'rep', 'screen']",set(),set()
182,1.0,20.0,183.0,I use the program like most other people - in DISABLED mode .,i use the program like most other peopl in disabl mode,use program like peopl disabl mode,"['peopl', 'home', 'program']",{'disabled'},"{('disabled', 'mode')}"
183,1.0,20.0,184.0,Eventually I will uninstall this troublesome bug - filled program .,eventu i will uninstal this troublesom bug fill program,eventu uninstal troublesom bug fill program,"['up', 'program']",{'troublesome'},set()
184,1.0,20.0,185.0,Maybe it 's time to explore McAfee products again ...,mayb it 's time to explor mcafe product again,mayb time explor mcafe product,"['home', 'mcafe', 'product']",set(),set()
185,1.0,21.0,186.0,"Before installing anything on your computer , you need to do a bit of research before spending the money .",befor instal anyth on your comput you need to do a bit of research befor spend the money,befor instal anyth comput need bit research befor spend money,"['comput', 'one', 'nis', 'research']",set(),set()
186,1.0,21.0,187.0,"This is definitely one of those products , especially as the company is leaning more towards making a profit .",this is definit one of those product especi as the compani is lean more toward make a profit,definit product especi compani lean profit,"['profit', 'product', 'compani']",set(),set()
187,1.0,22.0,188.0,I recommended this for my father based on my experience with previous versions .,i recommend this for my father base on my experi with previous version,recommend father base experi previous version,"['experi', 'version', 'father']",set(),set()
188,1.0,22.0,189.0,I wish I 'd done some research first ....,i wish i 'd done some research first,wish research,['research'],set(),set()
189,1.0,23.0,190.0,I 've been using NIS 2004 for about 2 months and it works well .,i ve been use nis for about month and it work well,ve use nis month work,"['ms', 'month']",set(),set()
190,1.0,23.0,191.0,"Some of the options are confusing , especially when the popup warnings occur , but I 've had no NOT_problems with intrusions .",some of the option are confus especi when the popup warn occur but i ve had no not_problem with intrus,option confus especi popup warn occur ve not_problem intrus,"['popup', 'intrus', 'problem', 'warn', 'option']",set(),set()
191,1.0,23.0,192.0,Norton pops up a window about the intrusions and gives me as much detail as possible about where the intrusion is coming from .,norton pop up a window about the intrus and give me as much detail as possibl about where the intrus is come from,norton pop window intrus detail possibl intrus come,"['window', 'norton', 'intrus', 'email', 'intrus']",{'possible'},"{('possible', 'intrusion')}"
192,1.0,23.0,193.0,The popup blocker and anti - spam are bonuses .,the popup blocker and anti spam are bonus,popup blocker anti spam bonus,"['bonus', 'popup', 'blocker', 'slap']",{'anti'},set()
193,1.0,24.0,194.0,"Product is OK ; however , despite the fact that I followed the rebate instructions explicitly , I am being denied the rebate because the processing agency incorrectly claims I did not NOT_send in proof of ownership of a previous product .",product is ok howev despit the fact that i follow the rebat instruct explicit i am be deni the rebat becaus the process agenc incorrect claim i did not not_send in proof of ownership of a previous product,product ok howev despit fact follow rebat instruct explicit deni rebat becaus process agenc incorrect claim not_send proof ownership previous product,"['rebat', 'proof', 'instruct', 'process', 'agenc', 'ownership', 'past', 'product']",{'previous'},set()
194,1.0,24.0,195.0,Not NOT_much recourse for the consumer in these cases .,not not_much recours for the consum in these case,not_much recours consum case,"['consum', 'cost', 'cours']",set(),set()
195,1.0,25.0,196.0,I did n't NOT_have any major problems installing this software .,i did n't not_hav ani major problem instal this softwar,not_hav ani major problem instal softwar,"['problem', 'softwar']",set(),set()
196,1.0,25.0,197.0,"The only problem I had was a few components did n't NOT_quite load correctly upon startup , but a reboot fixed the problem .",the onli problem i had was a few compon did n't not_quit load correct upon startup but a reboot fix the problem,onli problem compon not_quit load correct startup reboot fix problem,"['compon', 'startup', 'reboot', 'problem']",set(),set()
197,1.0,25.0,198.0,"I had NIS 2003 and was very happy with it ; this new version really does n't NOT_seem to offer a lot of exciting new features , seems merely the same as 2003 dressed - up to look like a new version .",i had nis and was veri happi with it this new version realli doe n't not_seem to offer a lot of excit new featur seem mere the same as dress up to look like a new version,nis veri happi new version realli doe not_seem offer lot excit new featur mere dress look like new version,"['rep', 'com', 'featur', 'ms', 'version']","{'exciting', 'new'}","{('new', 'version'), ('exciting', 'features')}"
198,1.0,25.0,199.0,"Anyhow , this software is working fine and no NOT_problems since I installed it two weeks ago .",anyhow this softwar is work fine and no not_problem sinc i instal it two week ago,softwar work fine not_problem sinc instal week ago,"['problem', 'week', 'softwar']",set(),set()
199,1.0,25.0,200.0,I give it 4 - stars only because the installation process - or rather problems that may surface during the installation process - can be frustrating to the average computer user .,i give it star onli becaus the instal process or rather problem that may surfac dure the instal process can be frustrat to the averag comput user,star onli becaus instal process problem surfac dure instal process frustrat averag comput user,"['comput', 'process', 'problem', 'star', 'instal', 'user']","{'frustrating', 'average'}","{('frustrating', 'user')}"
200,1.0,25.0,201.0,"If you experience problems with installation , you can visit symantec 's website , click the support tab , click the ' home or home office support ' and there is an automated support assistant that can scan the Norton program files on your computer and it will tell you what is not NOT_working right and how to fix it .",if you experi problem with instal you can visit symantec 's websit click the support tab click the home or home offic support and there is an autom support assist that can scan the norton program file on your comput and it will tell you what is not not_work right and how to fix it,experi problem instal visit symantec websit click support tab click home home offic support autom support assist scan norton program file comput tell not_work right fix,"['websit', 'way', 'assist', 'support', 'comput', 'file', 'symantec', 'problem', 'program', 'home', 'offic', 'instal']",{'right'},"{('right', 'fix'), ('symantec', 'website')}"
201,1.0,25.0,202.0,Ca n't NOT_get easier than that !,ca n't not_get easier than that,not_get easier,[],set(),set()
202,1.0,25.0,203.0,Avoid like the plague .,avoid like the plagu,avoid like plagu,['plagu'],set(),set()
203,1.0,25.0,204.0,"I already knew something was wrong , because much of the Spam I 've seen in the past six months was from resellers of Norton products .",i alreadi knew someth was wrong becaus much of the spam i ve seen in the past six month was from resel of norton product,alreadi knew someth wrong becaus spam ve seen past month resel norton product,"['product', 'month', 'slap', 'resel']",{'wrong'},"{('past', 'months'), ('norton', 'products')}"
204,1.0,25.0,205.0,For Norton to encourage Spammers by letting them sell their products is a very bad sign .,for norton to encourag spammer by let them sell their product is a veri bad sign,norton encourag spammer let sell product veri bad sign,"['product', 'gig', 'spammer', 'norton']",{'bad'},"{('bad', 'sign')}"
205,1.0,26.0,206.0,"Well , I must be one of the few fortunate ones on here .",well i must be one of the few fortun one on here,fortun,['one'],set(),set()
206,1.0,26.0,207.0,Mine installed no NOT_problem ( but I DID uninstall my Norton Anti - Virus 2002 & Personal Firewall 2002 first ) .,mine instal no not_problem but i did uninstal my norton anti virus person firewal first,instal not_problem uninstal norton anti virus person firewal,"['firewal', 'one', 'problem', 'person', 'virus']",{'personal'},"{('personal', 'firewall')}"
207,1.0,26.0,208.0,Seems to work great .,seem to work great,work great,[],set(),set()
208,1.0,26.0,209.0,Sorry to hear about all the other folk 's problems .... makes me wonder why I 'm NOT NOT_having any ( I 'm running Win XP as well ) .,sorri to hear about all the other folk 's problem make me wonder whi i m not not_hav ani i m run win xp as well,sorri hear folk problem wonder whi m not_hav ani m run win xp,"['nis', 'work', 'problem', 'rep']",set(),set()
209,1.0,27.0,210.0,I had Norton Internet Security 2003 and it worked great ... one of the features that I liked was the user interface as well as the ad / pop - up blocking feature along w / the logs on internet usage .,i had norton internet secur and it work great one of the featur that i like was the user interfac as well as the ad pop up block featur along w the log on internet usag,norton internet secur work great featur like user interfac ad pop block featur w log internet usag,"['featur', 'norton', 'usag', 'featur', 'lot', 'pc', 'internet', 'interfac', 'secur', 'pc', 'user']",{'great'},"{('great', 'features')}"
210,1.0,27.0,211.0,"I read many reviews on Norton I.S. 2004 from a variety of sources ( Cnet , Amazon , message boards ) and came to the conclusion that NIS 04 was a terrible product and not NOT_worth the update .",i read mani review on norton i.s. from a varieti of sourc cnet amazon messag board and came to the conclus that nis was a terribl product and not not_worth the updat,read mani review norton i.s . varieti sourc cnet amazon messag board came conclus nis terribl product not_worth updat,"['norton', 'sourc', 'messag', 'ms', 'product', 'updat', 'ms', 'varieti', 'review', 'one', 'conclus', 'amazon', 'board']",set(),set()
211,1.0,27.0,212.0,"In January of 2004 , I renewed my subscription service for NIS 2003 but on Jan 7 , everything changed .",in januari of i renew my subscript servic for nis but on jan everyth chang,januari renew subscript servic nis jan everyth chang,"['junk', 'ms', 'januari', 'subscript', 'servic']",set(),set()
212,1.0,27.0,213.0,There was a Verisign problem that conflicted w / Word and Excel and was posted on the Symantec site that affected computers .,there was a verisign problem that conflict w word and excel and was post on the symantec site that affect comput,verisign problem conflict w word excel post symantec site affect comput,"['comput', 'time', 'problem', 'pc', 'work', 'excel']",{'verisign'},"{('symantec', 'site')}"
213,1.0,27.0,214.0,The Symantec site said it did n't NOT_affect NIS but I believe it did .,the symantec site said it did n't not_affect nis but i believ it did,symantec site said not_affect nis believ,"['time', 'ms']",set(),"{('symantec', 'site')}"
214,1.0,27.0,215.0,I also believe that when I renewed my subscription service that Symantec uploaded the NIS 2004 patch .,i also believ that when i renew my subscript servic that symantec upload the nis patch,believ renew subscript servic symantec upload nis patch,"['patch', 'ms', 'symantec', 'subscript', 'servic']",set(),set()
215,1.0,27.0,216.0,All of a sudden everything that reviewers were writing about NIS 2004 was happening to my computer .,all of a sudden everyth that review were write about nis was happen to my comput,sudden everyth review write nis happen comput,"['comput', 'ms', 'review']",{'sudden'},"{('sudden', 'reviewers')}"
216,1.0,27.0,217.0,Booting up my computer took forever ! ! !,boot up my comput took forev,boot comput took forev,['comput'],set(),set()
217,1.0,27.0,218.0,"Then , my ad / pop - up blocking was completely gone .",then my ad pop up block was complet gone,ad pop block complet gone,"['block', 'pc']",set(),set()
218,1.0,27.0,219.0,My file log was not NOT_responding and the program was not NOT_blocking any cookies or unauthorized sites .,my file log was not not_respond and the program was not not_block ani cooki or unauthor site,file log not_respond program not_block ani cooki unauthor site,"['com', 'cooki', 'program', 'site', 'time']",{'unauthorized'},"{('unauthorized', 'program')}"
219,1.0,27.0,220.0,After extensive researching on the Symantec site I broke down and called Symantec .,after extens research on the symantec site i broke down and call symantec,extens research symantec site broke symantec,"['research', 'time']",{'extensive'},"{('symantec', 'site')}"
220,1.0,27.0,221.0,"Again , every review written about the Tech Line is true ... after waiting close to 45 minutes I finally spoke to a rep .",again everi review written about the tech line is true after wait close to minut i final spoke to a rep,everi review written tech line true wait close minut final spoke rep,"['one', 'rep', 'review', 'minut', 'tech']","{'close', 'true'}","{('close', 'minutes')}"
221,1.0,27.0,222.0,I had to pay $ 29.95 just to go any further .,i had to pay $ 29.95 just to go ani further,pay $ 29.95 ani,[],set(),set()
222,1.0,27.0,223.0,After telling the rep and his tech supervisor the problem the only answer was to uninstall the program ( which I had already done ) ...,after tell the rep and his tech supervisor the problem the onli answer was to uninstal the program which i had alreadi done,tell rep tech supervisor problem onli answer uninstal program alreadi,"['answer', 'rep', 'supervisor', 'problem', 'program', 'tech']",set(),set()
223,1.0,27.0,224.0,They sent me a link to their website to follow instructions on ridding my registry of all Symantec products so I could get a clean re - install .,they sent me a link to their websit to follow instruct on rid my registri of all symantec product so i could get a clean re instal,sent link websit follow instruct rid registri symantec product clean instal,"['websit', 'instal', 'junk', 'registri', 'instruct', 'product', 'one']",{'clean'},"{('symantec', 'products')}"
224,1.0,27.0,225.0,They did n't NOT_know what the problem could be .,they did n't not_know what the problem could be,not_know problem,['problem'],set(),set()
225,1.0,27.0,226.0,They said to call back if it still did n't NOT_work after the complete uninstall .,they said to call back if it still did n't not_work after the complet uninstal,said not_work complet uninstal,['uninstal'],set(),set()
226,1.0,27.0,227.0,I did it and it was worse the second time around ... unbelievable .,i did it and it was wors the second time around unbeliev,wors second time unbeliev,['home'],"{'unbelievable', 'worse', 'second'}",set()
227,1.0,27.0,228.0,I gave up .,i gave up,gave,[],set(),set()
228,1.0,27.0,229.0,"Basically , I ate the cost of the renewal and ate the cost of the Tech Help .",basic i ate the cost of the renew and ate the cost of the tech help,basic ate cost renew ate cost tech help,"['com', 'renew', 'rep', 'tech']",set(),set()
229,1.0,28.0,230.0,NIS is a package of several Norton products .,nis is a packag of sever norton product,nis packag sever norton product,"['product', 'ms', 'packag']",set(),set()
230,1.0,28.0,231.0,"Unfortunately , it does not NOT_give you the option of unstalling ( or uninstalling ) them individually .",unfortun it doe not not_giv you the option of unstal or uninstal them individu,unfortun doe not_giv option unstal uninstal individu,['option'],set(),set()
231,1.0,28.0,232.0,If you get NIS be sure you want ALL of them installed and running on your machine .,if you get nis be sure you want all of them instal and run on your machin,nis sure want instal run machin,"['ms', 'machin']",set(),set()
232,1.0,28.0,233.0,"You can "" disable "" some of the individual components , but do n't NOT_be fooled -- they're still there and running .",you can disabl some of the individu compon but do n't not_b fool they re still there and run,disabl individu compon not_b fool run,['compon'],set(),set()
233,1.0,28.0,234.0,"Although I disabled Norton AntiSpam , it is still there .",although i disabl norton antispam it is still there,disabl norton antispam,['antispam'],{'disabled'},"{('norton', 'antispam')}"
234,1.0,28.0,235.0,"Every time I start Eudora , a message from AntiSpam pops up telling me that COM automation needs to be turned on for it to run properly .",everi time i start eudora a messag from antispam pop up tell me that com autom need to be turn on for it to run proper,everi time start eudora messag antispam pop tell com autom need turn run proper,"['home', 'messag', 'autom', 'home', 'eudora', 'antispam']",{'run'},set()
235,1.0,28.0,236.0,I guess the possibility that someone might not NOT_want it to run at all never NOT_occured to the designers .,i guess the possibl that someon might not not_want it to run at all never not_occur to the design,guess possibl someon not_want run not_occur design,"['possibl', 'design']",set(),set()
236,1.0,28.0,237.0,"Just to try to shut it up , I told it to go ahead and turn on COM automation .",just to tri to shut it up i told it to go ahead and turn on com autom,tri shut told ahead turn com autom,"['home', 'autom']",set(),set()
